,id,tweet,class
89,5894317109,Getting my h1n1 vaccine today. No swine flu for me!,1
90,5224193408,"@stephenfry Hope all went well last night and Mark recovers from Swine flu, dont worry it only lasts a weeeeeeeeek (piggy squeal)x",0
91,5223988302,,1
92,5223574809,,1
93,4032549609,,1
94,5222838706,muh. if I am getting sick and it's not swine flu I am going to be SO PISSED.,1
95,5222406214,is unsure about all this talk of vaccinations... def NOT getting the flu one,0
96,5222389802,RT@Cliffdoggydog Getting the flu shot?...Read this nice little review of the H1N1 vaccine first: http://bit.ly/2nMqYN,0
97,5221862701,,1
98,5221752708,,1
99,5221219912,,1
100,5893709714,,0
101,4622565208,,0
102,5892306902,,0
103,5891264812,,1
104,5890535102,"@clairebeeler She was getting off the potty and fell face first into the step stool!  It is CRAZY BAD this morning, YIKES!  & J has the flu!",0
105,5889969204,"RT @Aleksandr_Orlov: Hello @ohaiiDavid I worried about swine flu, I more worried about mongoose flu, symptoms are extreme stench",1
106,5888781700,,1
107,5886369501,,1
108,4618036005,I either ate some bad pork or I am getting the flu. Tummy Not feeling good.,1
109,5885442313,@SarahMaginnis yes. Both my girls have already had it and it was very mild - just a high temp for 1-2 days. Would be worried if flu....,1
110,5221186800,not feeling the greatest thinking i should call the doc tomorrow  it is not the flu don't worrie,1
111,5221184708,,1
112,5221168513,I was just evaluated... Next I will get the Swine Flu test! I'm scared. = /,1
113,5221016506,"feels like crap, think im getting sick, hope its just the flu and nothing more...",1
114,5220819305,,1
115,5220739007,"So for those who are worried about Swine Flu vaccine, I took mine today and feel no side effects at all. If I die I will send you a tweet.",0
116,4432608800,I should have stayed home today. Just getting sicker and sicker. The things I sacrifice.. meaning.. my health.. GO AWAY FLU.,1
117,5220417913,,1
118,5219671900,Fuck this better not be pneumonia!! I'm just getting over the swine flu!! I hate you Brandon!,1
119,5219649114,"@perlmunger All the cool kids are getting swine flu, but according to the resident Dr. Mom I only have regular flu. Missing all you NScoders",1
120,5219633708,"Getting over the worse part of a flu virus, going to bed.  Not sure if I'll be going to school tomorrow or not.",1
121,5219476705,getting my swine flu (H1N1 for you scientific folk) immunization tomorrow,1
122,5219382113,"I dont feel great, hope im not getting the flu.",1
123,5219203507,@DonnieWahlberg Are you getting your Swine flu shot? I can't decide what to do for me and my boys.,1
124,5218625906,,1
125,5217161200,,1
126,5216716213,,0
127,5216391810,"sitting on the couch, watching ""It's the Great Pumpkin Charlie Brown,"" afraid I have flu-like symptoms.",1
128,5214794707,,0
129,5214407106,My mom (wkng @ flu clinic) is sending more info re:H1N1 vaccine tonite... we are leaning towards getting it.  Feedback re: your decisions?,0
130,5214120105,@HOZAY88 I just got your text...I am just getting this stupid flu thingy going around...if I feel good...I will be there!!!,1
131,4412734913,,1
132,5883774807,,1
133,5882437101,@zameels I'm alright thanks ... getting rid of some flu ... off to Berlin tomorrow to see Rob ... have a great weekend ;-),1
134,5213545606,"@GraceyJones I've been hugging her most of the day!  Motrin's just reducing fever, not getting rid of it.  And her ped was happy it's flu?",0
135,5213099212,the flu sucks...i recommend not getting it.,1
136,5212733014,@endlessprattle Is your workplace really quiet?The hospital was quiet but we're actually getting people with swine flu admitted.Getting bad.,1
137,5212090313,,0
138,5881796407,,1
139,5880114206,Going to bed thinking of how much #ihatethestampeders ..... and the flu,1
140,5879913510,"My Nose is getting blushy red its because of u the huge ""FLU""",1
141,5879896806,Think the swine flu is getting me back for the t-shirt I designed the other day: http://ow.ly/DTDX,1
142,5879017514,anthony has the flu. :( im a bit worried....,0
143,5878991313,"My arm is back to normal after getting the flu shot. For a lil bit, I thought I was going resident evil.",1
144,5878195711,Parents should not fear intranasal flu vaccine. http://ow.ly/Dqt4,0
145,5878066409,,0
146,5877561007,,1
147,5877144408,i thought i was getting over this flu crap but i guess i was wrong now i feel worser than yesterday.....oh and i have to go to work this day,1
148,5876762400,,1
149,5876111301,Discovered the Newton Library today while getting flu shots for Sofie ... now back to the deck!,0
150,5876040709,Sat next to Napolean Dynamite in line to get flu shot. Gosh! A little boy's only concern is if McDonald's will be open when we're done.,1
151,5875606806,,0
152,5875148800,i found a dead bird in my pool. Should i through it away or call the police for the autopsy? Avian flu? A H1N5?... anyone?,1
153,4136789004,"Okay, the movie I was at, so many people were coughing. I'm afraid I'm going to catch a flu, then I can't go to the frightdome in 2 weeks :(",1
154,5211440204,,1
155,5211264801,,1
156,5871342510,,0
157,5870927213,"Score! Getting the swine flu shot tmrw for me, tommy and jack..",1
158,4136545003,,1
159,5210772007,,1
160,5210499502,,1
161,5209862211,@KaraLeigh09 You thinking swine? Or the regular flu? Just spend a day with me at work..im surrounded with sickness.,0
162,4135450908,I'm thinking I shouldn't have gotten a flu shot nor worked so many hours in the yard just before playing goal in tonight's soccer game......,1
163,5209815108,Thinks he might be getting teh flu =.=,1
164,5209732306,got my flu shot. tomorrow getting the h1n1 shot!,1
165,5209666308,,1
166,5209565814,@IAmAvalanche What up bro?  I just got diagnosed with the stomach flu so it's a wrap on getting up today.  I should be cool by the weekend.,1
167,5209429905,I'M WORRIED ABOUT KILEY. - she’s got serious swine flu. same with my cousin jenny. http://tumblr.com/xl53q1f2f,0
168,5209419312,getting over swine flu!!!,1
169,5209378408,"getting Roger's ""flu""",1
170,5209000508,,1
171,5208690813,@TheIncendiary Dude I'm getting sick too. It blows. And my friend who has the swine is only 12...that just ain't fair. Kids shouldnt get flu,1
172,5208629604,"not feeling well...  I hope I am not getting the flu.  Went home early, and not allowed back for the rest of the week.  work from home then.",1
173,5870243013,"@miraclelaurie Lucky on the clothing, I don't believe it's so lucky on the lunch. More Bird Flu-y.",1
174,5870107406,@natasharadmehr  Getting in early to wish you happy birthday for tomorrow and hope the burd flu is getting better! x,0
175,5869841514,,1
176,4133193302,,1
177,5868534109,"@innermusic  hi hun, I missed you too, I spent 4 days of hell, with a horrible flu ""/ but now I'm getting better :)",1
178,5868177200,"RT @latinadivina @Tomtinbender I'm getting the flu. 
It's bad, I'm going to Austin for the concert.that means stay home.lol!",1
179,5866969900,,1
180,5866492907,is going to take a nap before resuming UDS. Does anyone have any tips for getting over the flu? I already have lots of dayquil in me.,1
181,5866175403,,1
182,4490275301,,1
183,5865460102,Word from Chas Dorman is Lucic is headed south on a plane after getting over the flu (reason he was held back). http://bit.ly/2IQGkN,0
184,5206905108,everyone in theatre is getting swine flu :/ doctor's for my smart pills soon,0
185,5206793702,,0
186,4129708105,im getting over this stupid flu and doing hw ok where do u use equations in life and intergers and crap like i dont understand it,1
187,5205890913,,1
188,5205706701,everyone's getting sick...the flu/seasonal cold is going around the office... R you getting the #vaccine  for the #flu or #h1n1?,0
189,5205575206,"is getting sprung today :) flu neg, but has to start antibx. feeling better & can't wait to get home. thank you Lord!",1
190,5205453612,in bed bad flu.. my insane schedule has finally caught up with me. getting tons of website/ computer work done,1
191,5205211900,,1
192,5205112313,Steping outside house to go for a lil drive with dad. One small drive for me. One giant drive for getting over the flu.,1
193,5862711902,,1
194,5861455805,,1
195,5861102500,,0
196,5860613208,,1
197,4484878608,Drinking my apple cinnamon thera-flu getting ready to be knocked out. Trying to stay on top of this bug before it grows.,1
198,5860213913,,1
199,5204283404,,1
200,5204275808,My daughter has developed the flu so I'm home with her.  I'm thinking of putting on 'Star Wars' so I can make a joke about R2D2H1N1.,0
201,5204181709,,0
202,5859326813,"Three weeks, still coughing but getting better. Nasty flu coupled with Bronchitis.",1
203,5204048511,Getting sick. Woke up with a sore throat and stuffy nose. I'll take anything but the swine flu!,1
204,5203981903,,1
205,10017745400,,1
206,5203879606,"Don't feel great. Wondering if it's swine flu, bird flu or Rockin' Pneumonia/Boogie-Woogie Flu.",1
207,5203845004,,1
208,5857438904,"Got Swine Flu! Feel dreadful. Getting prepared to get back into writing my books, and starting a new ruplican petition. I want a democracy!",1
209,5203500003,,1
210,5203287200,"@herbadmother Not what anxious fathers like to read either. 12 year old son is home sick with ""the flu and a cold"", according to his doc. :p",0
211,5203045513,,1
212,5203000803,No one is in the office because they're all getting flu shots. I'm going to Mexico on Friday and am the only one not getting one. Huh,0
213,5202931200,,1
214,5202739512,,1
215,5202437703,,1
216,3856794710,everyone has been getting sick. were all getting the swine flu :D haha,0
217,5853769301,,1
218,5202216602,,1
219,5201958305,,1
220,5850582214,7 Darn Good Reasons You Need Not Fear the Swine Flu: http://sn.im/tartp (via @ChrisCade),0
221,5849301300,Slowly getting the vocals back in shape after being sick from a bad cold (might have been a mild case of swine flu).,1
222,5849236502,Must be getting over the flu. Just got an erection for the first time in several days. Zombie penis lives!!!,1
223,5849124513,,0
224,5847453700,,1
225,5846715906,I think I'm finally getting over this damn flu. ME TOO liv. Me too! #svu #svulive,1
226,5846586200,,0
227,5846205602,,1
228,5845998712,@Trina_in_RI I will be ur friend as long as u keep the bird flu to urself!!!!!!,0
229,5845237909,"@TraceyMmm I think I'll be okay, I'm just getting over this flu bug & it's trying to kill me.  But, I'm winning!",1
230,5844685800,Sitting with the Twitter bird thinking about swine flu.,1
231,5201439810,Tessa has the swine flu. Luckily not much worse than a cough and on/off fever.  Getting better!  Time feels weird. Been outta work 2 days.,0
232,5201384113,,1
233,5201362610,"trying to hunt down local flu-shot clinic - wow, it's just not out there yet, is it? makes me nervous, cuz I've gotten flu in early-Nov b4.",1
234,3845813414,"yeah, so, according to my RA, we are all getting swine flu. Thanks that boost, Anand.",1
235,5200836607,"Ouch...I'm sore all over, I fear it's the flu. On a brighter note, I now officially luuuurve toastie bags!",1
236,5200708405,,1
237,5200537408,"I am getting worse and worse every minute I can't really even move :/ I could have swine flu :o I have all the symptms, but I'm fighting it",1
238,3843561013,@chriss_yst I've been so worried about her. Don't think Holly should get Tamiflu as she's been so ill in past.Think I probably had Swine flu,1
239,5199650507,At the Dr now- having kids examined again. Can't get flu relief. Poor babies. I'm thinking I need a flu shot now even though I feel fine.,1
240,5839211205,Getting the stomach flu is a great way to catch up on your vomiting. Thank you to my good friends who bring me my prescription ginger ale.,1
241,5198615014,,1
242,5198251309,Got sick with the swine flu over the weekend.....it was so much fun.....just getting better,1
243,5838136914,,1
244,5838043712,im getting my hair done :] i have swine flu ):,1
245,5837790609,"@peachy4PM I'm not sure you do, because that's bound to be bird flu. It's all madness. Wish her well from me. R",0
246,4651102601,I've been on the brink of getting a cold for over a week now. Teetering on the edge of the relegation zone into Division Flu.,1
247,5197738702,,1
248,5197024500,I'm worried about the H1Nword flu.,1
249,5836176911,feels like i'm getting the flu.,1
250,5836076806,"I can't believe it, but I think I'm getting sick again. I've had more colds / flu bouts this year than I can ever remember having!",1
251,5835732112,@jencaseysmith Shut up! Seriously? Hope you're not getting swine flu! Maybe we should go to the hospital then!,0
252,5834737412,,1
253,4355051903,,1
254,5834575811,"@norwegianne No, I'm afraid not. I'm too tired, still coping with the last bits of a flu... I'll be around tomorrow, though.",1
255,5834222709,RT @undagroundmilli @KenyaBell Hi Kenya.  I just got over a little flu bug.  Hope you're not getting sick.,1
256,4649338814,im getting a flu shot tomorrow at work.. its like planning ahead of time to be sick. tminus mmmm 3 days,1
257,5193597507,,1
258,5193513505,Remember a bit back when I joked about getting the swine flu? There is a good chance I (and the whole family) did.  No biggie thankfully.,1
259,5834067313,@Alyssa_Milano the is good tweetment for me - I think I have the bird flu.,1
260,5833758103,,1
261,5832626803,AMEN RT @fredshadian: 7 Darn Good Reasons You Need Not Fear the Swine Flu: http://sn.im/tartp (via @ChrisCade),0
262,5193057506,Flu season is getting closer.  Flu shots will be given.  Sore arms go along with the prevention of the flu.,0
263,5192907200,@Viviana_ No prob. Being sick is awful. Hopefully you are not having an allergic reaction from that flu shot. Are you getting the H1N1 too?,0
264,5192715610,Getting sick :( I hope im not getting the flu.,1
265,4351297602,Think I wld get extra credit in my Health policy class for getting arrested trying to get the flu shot?,1
266,5831794406,,1
267,5831625509,,1
268,5830880211,I hate getting flu!! My nose's clogged and I can hardly breathe!!..,1
269,5830834008,,1
270,5829283505,"Mom had the Swine Flu recently. She's getting over that, but her COPD is giving her a rough time. Hopefully she can be able to walk & breath",0
271,4348879100,"@Saramaria I'm just getting over being so sick, I think I had or have the flu :(",1
272,5192310514,"my daughter has the flu, and I think I'm getting it too. Oh no!",0
273,5192265303,@daubu But I want it to be swine flu!! That way I don't have to worry about it anymore! Haha thank you. :),1
274,5192017210,feeling like death... had my swine flu shoots yesterday and now feel worse than ever! wtf! thinking bed sounds perfect right about now.,1
275,4646151808,got my flu shot ..but getting sick..boo boo!!! ... http://lnk.ms/1M1LL,1
276,5191775303,"Hopefully it is a virus that will pass quickly! They've ruled out RSV, pneumonia & regular flu. Those are the 3 I was really worried about.",1
277,5191621704,,1
278,5191084204,Maybe getting the swine flu. Neighbor has it. Not scared.,1
279,5190973602,"@mollytics I vote for ""try to sleep"". I'm convinced that not getting enough rest during past few weeks is part of why I have swine flu now.",1
280,4644165306,@y0summer uh oh. sickness sucks. it is flu season isn't it? ugh. Texas is great but I'm being lazy and getting fat. lol,1
281,5828520003,health progressively getting worse. hope i don't have the Mexican Flu!,1
282,5828155714,,1
283,4347695306,RT @PriceDoc Heart patients who catch the flu have more to worry about s http://ow.ly/qPXp &lt;- my 6 yr old sever pulm. valve regurg and RVH,0
284,5827369804,feels like he is getting the flu.   :(,1
285,5827092910,,0
286,4346136100,@Liejohns please stop saying stuff about the swine flu!!! It's getting old!!! I love you and hope your feeling well!,0
287,5825225002,"@SuperBadVixen U better take care of urself, go to the doctors...these flu and stuff is getting serious.",0
288,5824965912,"@Ann_run Hi Ann - thanks for asking! yep, stomach flu, getting a bit better today though. Commuting has been a pain in the *** this week:)",1
289,5824564500,,1
290,5823075710,,1
291,5188511003,,1
292,5188372804,,1
293,5188069404,"I'm getting sick, hope I don't get swine flu.",1
294,4640386009,,0
295,3726441205,,1
296,5822729214,,1
297,5822355001,It took three weeks but I still could not recover from the shwine flu. We - all the family is ill!!! Damn this is getting boring...,1
298,5822310400,@shadysamir I have a cold too (or maybe flu) uh oh I am worried about my self! :s,1
299,5821563900,,1
300,5187862602,ugh why dont this flu just go away? I started getting better now its coming back..,1
301,5187188011,"In other news, I'm really scared of swine flu.",1
302,4639774310,"So many people are getting the swine flu, a 14 year old girl in my county just dade from it. =(",0
303,5820330308,@PattiC14 have you heard anything about her husband Ray? He also had swine flu before she caught it. I'm worried :(,0
304,3724185108,everyone is fighting and screaming and to top it off im sick! im scared that it might b swine flu!,1
305,5818782804,,1
306,5818756209,dammit i hate getting the flu... i wonder if i should get drunk and burn the germs with alcohol... someone needs to prove the theory...,1
307,5186968402,"@LiLRhody OMG, so sorry to hear that. Was it swine flu? MY oldest is 12, every sniffle she has makes me nervous!",0
308,5186899213,MY YOUNGSTER CALLED EARLIER. @COLLEGE SICK W/A BAD COLD GETTING TESTESD. I PRAY ITS NOT THE SWINE FLU. SO I WON'T BE ON TWEETIN' TILL I KNO.,0
309,5818283911,,1
310,5818283911,,1
311,5817271000,"Had the Swine Flu! :O but better now. Loving Bad Romance Vid @ladygaga :) getting ready for NEW MOON, just like every other teenage girl. ha",1
312,5185437104,,1
313,5185397405,"@hannajaneprice oh no! How you feeling? I'm just getting over a bout of the flu, not sure if it was the dreaded swine though!!!",1
314,5184759810,"RT @mercola:AVOID GETTING FLU by NOT smoking. It dries out nasal passages & paralyzes cilia,the small hairs that helps.. http://bit.ly/L53Gx",0
315,5184372901,215 kids adbsent from my school today 45 went home early and 14 teachers are out. this swine flu thing is really getting out of control!,0
316,5184277703,,0
317,5816407809,,1
318,5815180413,,1
319,5814121103,,1
320,5183982502,"Alright, this flu-like ""bug"" is rocking me again...bones hurt and my internal temp is all mussed up. Getting my eyes away from this..for tv!",1
321,5183977712,"Life is so flipping unfair.  I'm not even done getting over the swine flu, and I'm coming down with a cold!!! :(",1
322,5183844708,@Musicsnob7 there was no wait at BG when we went.. of course I paid for it by getting the flu *cough cough*,1
323,5183793410,,0
324,3720343307,Think I'm getting flu. Hurt all over and have sore throat. Boo!,1
325,5812752001,getting over the flu:(,1
326,5812068208,,1
327,5811780706,"@iEmelem He has a respiratory thing, but no fever. So I'm thinking it's his asthma, not flu. Thanks for the good thoughts.",1
328,5809221008,@LabelMeBxtchy im scared i may b gettin symptoms of the flu :(,1
329,5808590504,,1
330,5807939500,,0
331,5807332710,,1
332,5807039210,"@readhead504 Thanks! Yeah, very excited. More excited right now that I'm getting well after the flu. I'm too on prednisone. Yuck.",1
333,5806488110,"@tenthmuse Oh, and you're probably getting flu bc the vaccine doesn't protect against ALL flu, just one strain (obvs. not the one you got!)",0
334,5806481700,,1
335,5182763013,"i have the swine flu. have had it since thursday. you don't want it. it feels, as i imagine, like death. but i'm getting better now! :-)",1
336,5182545305,,1
337,5743188911,"flu, flu, flu how do you do? Is it swine or is it bird and my dear head why do you hurt? Sage tea overdose. Cheerio",1
338,5742412911,Setting foot outside for the first time since getting the flu.,1
339,5181480309,nose swabbing and getting blooddrawn...thank you flu season!,1
340,5181381002,"Ooooh, I'm thinking riding the bus home wasn't a smart idea in flu season, before vacation, w/o hand sanitizer. Dratted coughing kid! #fb",0
341,5181381002,"Ooooh, I'm thinking riding the bus home wasn't a smart idea in flu season, before vacation, w/o hand sanitizer. Dratted coughing kid! #fb",0
342,5181256314,Hey just getting ready to get the flu shot. http://pic.gd/250085,1
343,5738581113,,1
344,5738517609,Just getting over the flu.,1
345,5738417303,"Getting over the flu again & lost more weight. So here's the plan, get the flu 2 more times & I'll be back to my ideal weight ☺",1
346,5738267413,,1
347,5180038606,,1
348,3966104708,,1
349,5179906511,UNFORTUNATLY I DO HAVE SWINE FLU BUT IM GETTING BETTER XXX,1
350,4315036105,"Anyone who has flu like symptoms, I'm quarantine'n ya'lls asses! I'm a firm believer in not getting swine flu, or any flu for that fact!",1
351,5736975901,,0
352,5179876208,Anyone else terrified of getting the swine flu??,1
353,5179472014,,1
354,5179167100,BIRD FLU SWINE FLU WHAT&#39;S NEXT?,1
355,4588961512,"Thought I was shaking this flu thing, but now it's back for revenge! Don't worry, I've not yet begun to fight!",1
356,5179098105,I've been sick 4 a week. Now I'm getting better. I hope it's not a swine flu that the world is trying 2 find the way 2 stop its spread.,1
357,5178940214,"Got a hideous feeling I'm getting flu. Am self-medicating with dozens of virgin marys, but fear I'm going to need something stronger...",1
358,5178451909,Girly girl is getting better...darn flu. http://sml.vg/YU0vQB,1
359,5178355401,,1
360,4585523300,Don't be so afraid of the flu this year.  I caught it in Europe.  Used my Germ Blaster and Germ Shield and everything was fine.,1
361,5178126506,,0
362,5177812113,"not feeling so hot, I hope I am not getting the flu",1
363,4585345111,I am getting realy sick...I guess it's flu =S,1
364,5177687603,I feel a little under the weather today !! I hope I'm not getting the flu ?Or maybe because it's MONDAY !!,1
365,5177187205,,1
366,4314993109,hubby's home w/the flu :-( I'm bringing him groceries and getting the heck outta there! #fb,0
367,5733735608,getting flu with a million uni projects to do = not fun D:,1
368,5176835414,I can feel my throat getting scratchy as we SPEAK! Is it flu time? Oh yes... I think it's flu time. O_O,1
369,4582993102,,1
370,5176436009,,1
371,5176212903,,0
372,5732352405,Thinks he's getting the flu :(,1
373,4313942805,Im thinking about going to the nurse and telling her i have swine flu haha. I want to sleeeeep.,1
374,5730242414,at home getting over this crappy flu...,1
375,5729956806,Hoping those I'm praying for with the flu r getting better quick.Thankful for the improvement in Marty Clairmont.,0
376,5729914705,man i was gonna go to a party but no i had to get sick DAMN!!!!!!!! and i'm scared i might get the swine flu,1
377,5729132203,,1
378,5728815605,I think im getting the flu =(((,1
379,5725722505,I'm terrified of swine flu. I'm giving elbow fives. Any thoughts?,1
380,5725346212,is getting over some kind of flu-type thing...,1
381,4312408511,I'm sick :/ and there's swine flu @ School! I'm scared!,0
382,5175698310,Hiding from code enforcement. Nap and getting checked out for the pig flu http://myloc.me/1ctf5,1
383,5175597208,"If anyone is still following me, i an getting a bit better now. Been knocked out with a good dose of the flu.",1
384,4578427806,"RT @CoachCharrise: OK Now I have the bird. ( Oh No!,It's worse than the swine Flu! Ha! LCW)",1
385,5175269302,@Janus_DC Pooh on flu! I'm glad he's getting better. Maybe now you and @gatr_girl need to get together at a concert? Heh.,0
386,5174711313,@woobydooby  I feel bad for he but i agree w/ you. There just seems to be more to the story. I hope ppl aren't afraid to get flu shot now,0
387,5174580708,,1
388,5174353304,,1
389,5723077010,watching modern family on hulu.... this show is growing on me...  getting over swine flu or whatever type of flu i have,1
390,5722796409,,0
391,5722748906,Calling for medical advice. Verdict already in though: Tonsillitis (& getting flu treatment just in case).  http://twitpic.com/pk2q0,1
392,5721690712,,0
393,5720871406,,1
394,5720079112,,1
395,5719706012,"@Kainz_UK Good thinking, are you still ill, not pig flu was it?",1
396,5719706012,"@Kainz_UK Good thinking, are you still ill, not pig flu was it?",1
397,5173875804,,1
398,5173776614,is almost flu free today.   Feeling much better and am looking forward to getting back to work.  Never slept so much in 3 days.,1
399,5173587614,My colds and flu are getting worst.. going to seek medical attention right now.,1
400,5173384904,,1
401,5173240310,@seriouslysteve i think im getting the flu :/,1
402,5173188810,"In bed with flu today, meditating on God's attributes in Mary's song-Luke 1:46-55. Thought: Replace worry with Worship-creator of universe!",1
403,5717655907,"It occurs to me that getting a super bad flu bug was some sort of cosmic joke on me for being ""Swine Flu"" on Halloween.",1
404,5716807103,"@harrymarkov - spellings fine and from the way I feel, it could be any one of them but I'm thinking a mild flu.  Yipee.",1
405,5716461906,Swine Flu Fear Syndrome: This post is more or less in direct opposition to Bakhrom&#8217;s post on Swine Flu.  .. http://bit.ly/LD9HX,0
406,5716338411,I think I'm getting the flu or something... :-( oh please nooooooo....,1
407,5173077903,"Talking with students--still, no one seems to care that they might make other people sick with flu. They are just afraid of missing work.",1
408,5172734808,,0
409,5715817604,Haha! I'd be nervous. RT @bestieverdid: @KOttavio Isn't he afraid of catching the flu from all those kids? Or is Santa magically immune?,1
410,5715530314,,1
411,5715378311,@pinkladyuk they sacked him... Oh no that's just wishful thinking. He's got a touch of flu and doc says no work. Talk about a brucie bonus!,0
412,5714916611,,1
